"InputLine","Mapped Concept Count","Used lossy mention editor","Mapped Concept Label 1","Mapped Concept Label 2","Mapped Concept Label 3","Mapped Concept URI 1","Mapped Concept URI 2","Mapped Concept URI 3"
"crus cerebelli ad pontem",0,0,,,,,,
"terete nucleus of the hypothalamus",0,0,,,,,,
"paraventricular hypothalamic nucleus, anterior parvicellular part",0,0,,,,,,
"retroethmoid nucleus",0,0,,,,,,
"laminae albae cerebelli",0,0,,,,,,
"ansiform lobule crus 1 sublobule d",0,0,,,,,,
"area 26 of mauss-08",0,0,,,,,,
"posterior lateral nucleus of thalamus",1,0,"Lateral posterior nucleus of the thalamus",,,"http://mouse.brain-map.org/atlas/index.html#LP",,
"accessory basal amygdaloid nucleus",1,0,"Basomedial amygdalar nucleus",,,"http://mouse.brain-map.org/atlas/index.html#BMA",,
"dorsal accessory olive",0,0,,,,,,
"a11 dopamine cells",0,0,,,,,,
"nucleus anterosuperior",1,0,"Anterodorsal nucleus",,,"http://mouse.brain-map.org/atlas/index.html#AD",,
"bed nucleus of stria terminalis",0,0,,,,,,
"subthalamus",0,0,,,,,,
"medial part of medial mammillary nucleus",2,0,"Medial mammillary nucleus, median part","Medial mammillary nucleus",,"http://mouse.brain-map.org/atlas/index.html#Mmme","http://mouse.brain-map.org/atlas/index.html#MM",
"periaqueductal gray, rostromedial division",0,0,,,,,,
"testes",0,0,,,,,,
"anterior olfactory nucleus, posteroventral part, molecular layer",0,0,,,,,,
"anterior accessory gyrus",0,0,,,,,,
"anterior olfactory nucleus, medial part",1,0,"Anterior olfactory nucleus, medial part",,,"http://mouse.brain-map.org/atlas/index.html#AONm",,
"interstitial nucleus of medial longitudinal fasciculus",0,0,,,,,,
"basolateral nuclear group",1,0,"Basolateral amygdalar nucleus",,,"http://mouse.brain-map.org/atlas/index.html#BLA",,
"h1 bundle of forel",0,0,,,,,,
"hip internal feature",0,0,,,,,,
"amygdalostriate fibers",0,0,,,,,,
"agranular insular area",1,0,"Agranular insular area",,,"http://mouse.brain-map.org/atlas/index.html#AI",,
"body of corpus callosum",0,0,,,,,,
"stratum zonale of superior colliculus",0,0,,,,,,
"anterior calcarine sulcus",0,0,,,,,,
"postcentral sulcus of island",0,0,,,,,,
"deep gray layer of the superior colliculus",0,0,,,,,,
"nucleus parataenialis",0,0,,,,,,
"uvula  sublobule c",0,0,,,,,,
"eminentia occipito-temporalis",0,0,,,,,,
"nucleus thalamicus ventralis anterior, pars magnocellularis",0,0,,,,,,
"band of kaes-bechterew",0,0,,,,,,
"falx cerebelli",0,0,,,,,,
"longitudinal insular sulcus",0,0,,,,,,
"pontine gray proper",0,0,,,,,,
"inferior transverse frontopolar gyrus",0,0,,,,,,
"nigrothalamic tract",0,0,,,,,,
"fornicate convolution",0,0,,,,,,
"dorsal nucleus of the raphe",0,0,,,,,,
"auditory cortex, dorsal part",0,0,,,,,,
"superior central nucleus raphe",0,0,,,,,,
"ventral anterior cingulate area 24",0,0,,,,,,
"commissura supraoptica ventralis",0,0,,,,,,
"gyrus f2",0,0,,,,,,
"field ca3 stratum oriens",1,0,"Field CA3, stratum oriens",,,"http://mouse.brain-map.org/atlas/index.html#CA3so",,
"pallidus ii",0,0,,,,,,
"spinal trigeminal nucleus, oral part, ventrolateral division",0,0,,,,,,
"pedunculus flocculi",0,0,,,,,,
"laterodorsal thalamic nucleus, dorsomedial part",0,0,,,,,,
"nucleus ventralis posterior inferior thalami",0,0,,,,,,
"substantia medullaris entorhinalis",0,0,,,,,,
"interstitial nucleus of cajal",1,0,"Interstitial nucleus of Cajal",,,"http://mouse.brain-map.org/atlas/index.html#INC",,
"general visceral efferents",0,0,,,,,,
"nucleus dorsooralis internus",0,0,,,,,,
"pallidothalamic tract",0,0,,,,,,
"cochlear-vestibular nerve",0,0,,,,,,
"lenticular fasciculus of telencephalon",0,0,,,,,,
"uncinate fasciculus of pons",0,0,,,,,,
"striatal fundus",1,0,"Fundus of striatum",,,"http://mouse.brain-map.org/atlas/index.html#FS",,
"tectobulbar tract",0,0,,,,,,
"plexus choroideus",0,0,,,,,,
"periaqueductal gray",1,0,"Periaqueductal gray",,,"http://mouse.brain-map.org/atlas/index.html#PAG",,
"isocortex, polymorph layer",0,0,,,,,,
"fibrae temporopontinae",0,0,,,,,,
"interposed nucleus, general",0,0,,,,,,
"substantia nigral channel of motor thalamus",0,0,,,,,,
"arcuate nucleus of thalamus",1,0,"Ventral posteromedial nucleus of the thalamus",,,"http://mouse.brain-map.org/atlas/index.html#VPM",,
"lateral septal nucleus, caudal part, dorsal zone",0,0,,,,,,
"striatal cell bridges",0,0,,,,,,
"ventral posterolateral thalamic nucleus, oral part",0,0,,,,,,
"a5 noradrenaline cells",0,0,,,,,,
"fibrae corticopontinae",0,0,,,,,,
"gyrus rostralis superior",0,0,,,,,,
"cortex intermedius",0,0,,,,,,
"sublenticular gray",0,0,,,,,,
"inferior olive, principal nucleus",0,0,,,,,,
"nuclei parafasciculares thalami",1,0,"Parafascicular nucleus",,,"http://mouse.brain-map.org/atlas/index.html#PF",,
"ascending ramus of sylvian fissure",0,0,,,,,,
"ansiform lobe of the cerebellum, crus 2",0,0,,,,,,
"limitans nucleus",0,0,,,,,,
"formatio reticularis tegmentalis",0,0,,,,,,
"lateral superior olive",0,0,,,,,,
"substantia medullaris fusiformis",0,0,,,,,,
"margo inferior",0,0,,,,,,
"decussation of superior medullary velum",0,0,,,,,,
"secondary somatosensory cortex",0,0,,,,,,
"pedunculus cerebellaris medialis",0,0,,,,,,
"dentate nucleus",1,0,"Dentate nucleus",,,"http://mouse.brain-map.org/atlas/index.html#DN",,
"cerebellar fiber tracts",0,0,,,,,,
"parvicellular reticular nucleus, alpha part",0,0,,,,,,
"brachiomotor fibers",0,0,,,,,,
"spinal nucleus of the trigeminal nerve, oral ventrolateral part",0,0,,,,,,
"lamina pallidi externa",0,0,,,,,,
"magnocellular preoptic nucleus",0,0,,,,,,
"fissura cerebro-cerebellaris",0,0,,,,,,
"prefrontal region",0,0,,,,,,
"heterogenetic cortex",0,0,,,,,,
"dorsal hypothalamic area",0,0,,,,,,
"medial pretectal area",1,0,"Medial pretectal area",,,"http://mouse.brain-map.org/atlas/index.html#MPT",,
"dorsomedial thalamic nucleus, paralaminar part",0,0,,,,,,
"visual area i",0,0,,,,,,
"auditory association area",0,0,,,,,,
"ventral peduncle of lateral forebrain bundle",0,0,,,,,,
"loop of archambault",0,0,,,,,,
"central nucleus of perlia",0,0,,,,,,
"trigonum nervi hypoglossi",0,0,,,,,,
"intercollicular gray",0,0,,,,,,
"granular retrolimbic area 29",0,0,,,,,,
"stria habenularis",0,0,,,,,,
"cavum trigeminale",0,0,,,,,,
"area 9d of the vogts",0,0,,,,,,
"glossopharyngeal nerve",0,0,,,,,,
"optic recess",0,0,,,,,,
"area orbitalis lateralis",0,0,,,,,,
"median raphe nucleus",0,0,,,,,,
"subcallosal stratum",0,0,,,,,,
"striatum dorsal region",3,0,"Caudoputamen","Striatum","Striatum dorsal region","http://mouse.brain-map.org/atlas/index.html#CP","http://mouse.brain-map.org/atlas/index.html#STR","http://mouse.brain-map.org/atlas/index.html#STRd"
"nuclei pretectales",0,0,,,,,,
"layers of fascia dentata",0,0,,,,,,
"hippocampal formation",1,0,"Hippocampal formation",,,"http://mouse.brain-map.org/atlas/index.html#HPF",,
"margo medialis",0,0,,,,,,
"principal sensory nucleus of the trigeminal",1,0,"Principal sensory nucleus of the trigeminal",,,"http://mouse.brain-map.org/atlas/index.html#PSV",,
"stripes of baillarger",0,0,,,,,,
"velum medullare craniale",0,0,,,,,,
"tela choroidea of fourth ventricle",0,0,,,,,,
"substantia medullaris temporalis medius",0,0,,,,,,
"systema nervosum",0,0,,,,,,
"dentate gyrus medial blade granule cell layer",1,0,"Dentate gyrus medial blade, granule cell layer",,,"http://mouse.brain-map.org/atlas/index.html#DGmb-sg",,
"middle lobe of elliot smith",0,0,,,,,,
"clava",0,0,,,,,,
"medial preoptic nucleus medial part",1,0,"Medial preoptic nucleus, medial part",,,"http://mouse.brain-map.org/atlas/index.html#MPNm",,
"nuclei basales",0,0,,,,,,
"circle of willis",0,0,,,,,,
"striatum caudal  region",0,0,,,,,,
"basal amygdaloid nucleus, lateral part, parvocellular part",0,0,,,,,,
"medial terminal nucleus of the accessory optic tract",1,0,"Medial terminal nucleus of the accessory optic tract",,,"http://mouse.brain-map.org/atlas/index.html#MT",,
"medial septal complex",1,0,"Medial septal complex",,,"http://mouse.brain-map.org/atlas/index.html#MSC",,
"nigrotectal fibers",0,0,,,,,,
"superior parietal white matter",0,0,,,,,,
"periaqueductal gray rostromedial division",0,0,,,,,,
"superior colliculus, optic layer",1,0,"Superior colliculus, optic layer",,,"http://mouse.brain-map.org/atlas/index.html#SCop",,
"nucleus tangentialis",0,0,,,,,,
"nucleus of the brachiurn of the inferior colliculus",0,0,,,,,,
"globus pallidus, lateral part",0,0,,,,,,
"somatic sensory i",0,0,,,,,,
"middle temporal fissure",0,0,,,,,,
"triangular area",0,0,,,,,,
"paraventricular nucleus of the hypothalamus",0,0,,,,,,
"motor nucleus of the trigeminal nerve",1,0,"Motor nucleus of trigeminal",,,"http://mouse.brain-map.org/atlas/index.html#V",,
"parietal region, posterior association areas",0,0,,,,,,
"primary auditory area",1,0,"Primary auditory area",,,"http://mouse.brain-map.org/atlas/index.html#AUDp",,
"temporal auditory areas",0,0,,,,,,
"praetectum",0,0,,,,,,
"nuclei pulvinares",0,0,,,,,,
"fornix, crus anterius",0,0,,,,,,
"nucleus pulvinaris oromedialis",0,0,,,,,,
"nucleus anteroreuniens",0,0,,,,,,
"facies superficiales",0,0,,,,,,
"nucleus salivarius inferior",0,0,,,,,,
"subiculum",1,0,"Subiculum",,,"http://mouse.brain-map.org/atlas/index.html#SUB",,
"c2 adrenaline cells",0,0,,,,,,
"amiculum nuclei dentati",0,0,,,,,,
"tuber cinereum",0,0,,,,,,
"interposed cerebellar nucleus, posterior part",0,0,,,,,,
"deep tegmental nucleus of gudden",0,0,,,,,,
"nucleus limitans",0,0,,,,,,
"dorsal spinocerebellar tract",0,0,,,,,,
"dorsomedial nucleus of the hypothalamus anterior part",1,0,"Dorsomedial nucleus of the hypothalamus, anterior part",,,"http://mouse.brain-map.org/atlas/index.html#DMHa",,
"descending tract of trigeminal",0,0,,,,,,
"sulcus centralis cerebri",0,0,,,,,,
"intralaminar nuclei of thalamus",0,0,,,,,,
"pallidohabenular bundle",0,0,,,,,,
"gracile nucleus, principal part",0,0,,,,,,
"bed nuclei stria terminalis, posterior division, premedullary nucleus",0,0,,,,,,
"stria medullaris",0,0,,,,,,
"praecuneus",0,0,,,,,,
"paraventricular nucleus of the hypothalamus, descending division, forniceal part",0,0,,,,,,
"postpiriform transition area",1,0,"Postpiriform transition area",,,"http://mouse.brain-map.org/atlas/index.html#TR",,
"lateral division of the basal nucleus",0,0,,,,,,
"rhinal incisure",0,0,,,,,,
"dentate gyrus medial blade, granule cell layer",1,0,"Dentate gyrus medial blade, granule cell layer",,,"http://mouse.brain-map.org/atlas/index.html#DGmb-sg",,
"capsule of red nucleus",0,0,,,,,,
"commissural nucleus-2",0,0,,,,,,
"intercalated masses of nucleus amygdaloideus",1,0,"Intercalated amygdalar nucleus",,,"http://mouse.brain-map.org/atlas/index.html#IA",,
"insular gyrus",0,0,,,,,,
"main olfactory bulb, inner plexiform layer",1,0,"Main olfactory bulb, inner plexiform layer",,,"http://mouse.brain-map.org/atlas/index.html#MOBipl",,
"lobulus posterior inferior",0,0,,,,,,
"griseum periventriculare",0,0,,,,,,
"ventroposterolateral nucleus of the thalamus",0,0,,,,,,
"anterior nuclear group",0,0,,,,,,
"superior rostral gyrus",0,0,,,,,,
"isocortex, granular layer",0,0,,,,,,
"medial reticulospinal tract",0,0,,,,,,
"nucleus anterior ventralis",1,0,"Anteroventral nucleus of thalamus",,,"http://mouse.brain-map.org/atlas/index.html#AV",,
"optic nerve",0,0,,,,,,
"pallidotegmental tract",0,0,,,,,,
"acervulus",0,0,,,,,,
"area 4 of mauss-08",0,0,,,,,,
"internal medullary lamina",0,0,,,,,,
"barrington's nucleus",1,0,"Barrington's nucleus",,,"http://mouse.brain-map.org/atlas/index.html#B",,
"ciliary body",0,0,,,,,,
"ventral lateral thalamic nuclei",0,0,,,,,,
"area 28 of brodmann-09",0,0,,,,,,
"nucleus amygdaloideus lateralis",0,0,,,,,,
"inferior olivary complex, dorsal accessory nucleus",0,0,,,,,,
"chiasma",0,0,,,,,,
"subparafascicular nucleus parvicellular part",1,0,"Subparafascicular nucleus, parvicellular part",,,"http://mouse.brain-map.org/atlas/index.html#SPFp",,
"lateral parietal association cortex",0,0,,,,,,
"fasiculii longitudinales pyramidales",0,0,,,,,,
"culmen",1,0,"Culmen",,,"http://mouse.brain-map.org/atlas/index.html#CUL",,
"brachium of superior colliculus",0,0,,,,,,
"fasciculus mammillaris princeps",0,0,,,,,,
"nuclei of horizontal and vertical limbs of diagonal band",0,0,,,,,,
"special visceral afferents",0,0,,,,,,
"habenulointerpeduncular fasciculus",0,0,,,,,,
"arcuate hypothalamic nucleus, medial posterior part",0,0,,,,,,
"nucleus peripeduncularis thalami",0,0,,,,,,
"lateral geniculate complex, intergeniculate leaflet",1,0,"Intergeniculate leaflet of the lateral geniculate complex",,,"http://mouse.brain-map.org/atlas/index.html#IGL",,
"vermis of posterior lobe",0,0,,,,,,
"medial preoptic nucleus, central part",1,0,"Medial preoptic nucleus, central part",,,"http://mouse.brain-map.org/atlas/index.html#MPNc",,
"nucleus lemnisci lateralis, pars dorsalis",0,0,,,,,,
"midbrain, sensory related",1,0,"Midbrain, sensory related",,,"http://mouse.brain-map.org/atlas/index.html#MBsen",,
"nucleus of the diagonal band of broca",0,0,,,,,,
"dorsal cortex of the inferior colliculus",0,0,,,,,,
"sulcus retro-olivaris",0,0,,,,,,
"accessory olfactory bulb, glomerular layer",1,0,"Accessory olfactory bulb, glomerular layer",,,"http://mouse.brain-map.org/atlas/index.html#AOBgl",,
"mammillo-infundibular nuclei",0,0,,,,,,
"nucleus parafascicularis",1,0,"Parafascicular nucleus",,,"http://mouse.brain-map.org/atlas/index.html#PF",,
"nucleus tuberis",1,0,"Tuberal nucleus",,,"http://mouse.brain-map.org/atlas/index.html#TU",,
"superficial transverse fibers of pons",0,0,,,,,,
"dorsal peduncular cortex",0,0,,,,,,
"fasciculus longitudinalis dorsalis",0,0,,,,,,
"somatic area ii",0,0,,,,,,
"zona incerta",1,0,"Zona incerta",,,"http://mouse.brain-map.org/atlas/index.html#ZI",,
"parietal white matter - not otherwise specified",0,0,,,,,,
"area 22 of brodmann-09",0,0,,,,,,
"nucleus parvocellularis",0,0,,,,,,
"intermediate gray of the spinal cord",0,0,,,,,,
"area praeoptica",0,0,,,,,,
"nucleus cucullaris thalami",0,0,,,,,,
"caudal pole of nucleus ambiguus",0,0,,,,,,
"parvicellular part of ventral anterior nucleus",0,0,,,,,,
"superior colliculus",0,0,,,,,,
"medial longitudinal stria of lancisi",0,0,,,,,,
"crus 1, fissures 1-3",0,0,,,,,,
"occipitoparietal eye fields",0,0,,,,,,
"visceral area",1,0,"Visceral area",,,"http://mouse.brain-map.org/atlas/index.html#VISC",,
"central lobe",0,0,,,,,,
"lateral zone of cerebellum",0,0,,,,,,
"nucleus premamillaris",0,0,,,,,,
"dorsolateral orbital cortex",0,0,,,,,,
"collateral sulcus",0,0,,,,,,
"tractus reticulospinalis",0,0,,,,,,
"pontine reticular nucleus",1,0,"Pontine reticular nucleus",,,"http://mouse.brain-map.org/atlas/index.html#PRNr",,
"nucleus edinger westphal",1,0,"Edinger-Westphal nucleus",,,"http://mouse.brain-map.org/atlas/index.html#EW",,
"periaqueductal gray dorsolateral division",0,0,,,,,,
"parasplenial lobules",0,0,,,,,,
"lobulus gracilis",0,0,,,,,,
"dorsal spinothalamic tract",0,0,,,,,,
"anterior olfactory nucleus medial part molecular layer",0,0,,,,,,
"nonprimary motor cortex",0,0,,,,,,
"piriform area polymorph layer",1,0,"Piriform area, polymorph layer",,,"http://mouse.brain-map.org/atlas/index.html#PIR3",,
"facial nerve",0,0,,,,,,
"intermediolateral visual area",0,0,,,,,,
"hemisphaerium cerebelli",0,0,,,,,,
"fasciculus longitudinalis medialis",0,0,,,,,,
"accessory neurosecretory nuclei",0,0,,,,,,
"superior olivary nucleus, medial part",0,0,,,,,,
"optic layer of the superior colliculus",1,0,"Superior colliculus, optic layer",,,"http://mouse.brain-map.org/atlas/index.html#SCop",,
"decussation of forel",0,0,,,,,,
"paraventricular nucleus of the hypothalamus, magnocellular division, posterior magnocellular part, lateral zone",0,0,,,,,,
"nucleus intermedius corpus mamillaris",0,0,,,,,,
"tractus corticobulbaris",0,0,,,,,,
"angular area 39",0,0,,,,,,
"cerebral aqueduct, collicular recess",0,0,,,,,,
"temporopolar area 38",0,0,,,,,,
"solitary tract",0,0,,,,,,
"rubroreticular tract",0,0,,,,,,
"nuclei intralamellares thalami",0,0,,,,,,
"motor nucleus of vii",0,0,,,,,,
"striae medullares",0,0,,,,,,
"laterodorsal tegmental nucleus, ventral part",0,0,,,,,,
"subpeduncular granular region of the cochlear nuclei",0,0,,,,,,
"lateral tuberal nucleus",1,1,"Tuberal nucleus",,,"http://mouse.brain-map.org/atlas/index.html#TU",,
"posterior pretectal nucleus",1,0,"Posterior pretectal nucleus",,,"http://mouse.brain-map.org/atlas/index.html#PPT",,
"nucleus commissurae anterioris",0,0,,,,,,
"dorsomedial nucleus of hypothalamus",1,0,"Dorsomedial nucleus of the hypothalamus",,,"http://mouse.brain-map.org/atlas/index.html#DMH",,
"cingulate gyrus",0,0,,,,,,
"corpus mamillare",0,0,,,,,,
"horsley-clarke zero plane",0,0,,,,,,
"supralemniscal process",0,0,,,,,,
"lateral septal nucleus caudal  part dorsal zone",0,0,,,,,,
"central medial nucleus",1,0,"Central medial nucleus of the thalamus",,,"http://mouse.brain-map.org/atlas/index.html#CM",,
"decussatio dorsalis tegmenti",0,0,,,,,,
"sulcus centralis",0,0,,,,,,
"corpus callosum",0,0,,,,,,
"nucleus dorsocaudalis",0,0,,,,,,
"inferior colliculus - not otherwise specified",0,0,,,,,,
"area temporalis transversa interna",0,0,,,,,,
"superior salivatory nucleus",1,0,"Superior salivatory nucleus",,,"http://mouse.brain-map.org/atlas/index.html#SSN",,
"precommissural fornix",0,0,,,,,,
"area 25 of brodmann-09",0,0,,,,,,
"dorsal efferent nucleus of vagus",1,0,"Dorsal motor nucleus of the vagus nerve",,,"http://mouse.brain-map.org/atlas/index.html#DMX",,
"nucleus of the solitary tract central part",1,0,"Nucleus of the solitary tract, central part",,,"http://mouse.brain-map.org/atlas/index.html#NTSce",,
"motor nucleus of the trigeminal nerve, magnocellular part",0,0,,,,,,
"fissura lateralis cerebri",0,0,,,,,,
"hemispherium lobus anterior",0,0,,,,,,
"cuneus of hemisphere",0,0,,,,,,
"supraoptic decussations",0,0,,,,,,
"central linear nucleus raphe",1,0,"Central linear nucleus raphe",,,"http://mouse.brain-map.org/atlas/index.html#CLI",,
"interlocking gyri",0,0,,,,,,
"basal nucleus",0,0,,,,,,
"parafornical nucleus",0,0,,,,,,
"tegmental gray of pons",0,0,,,,,,
"ventral lateral nucleus",0,0,,,,,,
"nucleus medialis dorsalis - not otherwise specified",0,0,,,,,,
"nucleus septalis medialis",0,0,,,,,,
"dentate gyrus, granule cell layer",1,0,"Dentate gyrus, granule cell layer",,,"http://mouse.brain-map.org/atlas/index.html#DG-sg",,
"parahippocampal ramus",0,0,,,,,,
"spino-olivary pathway",0,0,,,,,,
"stratum album mediale",0,0,,,,,,
"bed nuclei of the stria terminalis posterior division",1,0,"Bed nuclei of the stria terminalis, posterior division",,,"http://mouse.brain-map.org/atlas/index.html#BSTp",,
"middle part of inferior parietal lobule",0,0,,,,,,
"inferior quadrigeminal brachium",0,0,,,,,,
"hi internal feature 2",0,0,,,,,,
"cortical amygdalar nucleus, posterior part, lateral zone",0,0,,,,,,
"striate area 17",0,0,,,,,,
"columna fornicis",0,0,,,,,,
"nucleus basalis amygdalae",0,0,,,,,,
"striae medullares",0,0,,,,,,
"ventriculus tertius - not otherwise specified",0,0,,,,,,
"trochlear nerve or its root",0,0,,,,,,
"capsula interna, pars posterior",0,0,,,,,,
"lateral olfactory tract",0,0,,,,,,
"interpeduncular nucleus lateral subnucleus intermediate part",0,0,,,,,,
"substantia gelatinosa",0,0,,,,,,
"nucleus of the solitary tract gelatinous part",1,0,"Nucleus of the solitary tract, gelatinous part",,,"http://mouse.brain-map.org/atlas/index.html#NTSge",,
"superior cerebelar peduncles",0,0,,,,,,
"choroid plexus of fourth ventricle",0,0,,,,,,
"nervus trigeminus, radix motoria",0,0,,,,,,
"nucleus corporis geniculati medialis",0,0,,,,,,
"sulcus paracentralis",0,0,,,,,,
"anterior transverse temporal convolution of heschl",0,0,,,,,,
"corpus callosum posterior forceps",0,0,,,,,,
"medial superior olive",0,0,,,,,,
"lobule ii",2,0,"Lobule II","Lobule III",,"http://mouse.brain-map.org/atlas/index.html#CENT2","http://mouse.brain-map.org/atlas/index.html#CENT3",
"dentate nucleus parvicellular part",0,0,,,,,,
"nucleus ventralis lateralis thalami, pars medialis",1,0,"Ventral medial nucleus of the thalamus",,,"http://mouse.brain-map.org/atlas/index.html#VM",,
"claustrum",1,0,"Claustrum",,,"http://mouse.brain-map.org/atlas/index.html#CLA",,
"decussatio lemniscorum",0,0,,,,,,
"sulcus orbitalis transversus",0,0,,,,,,
"medulla, motor related",1,0,"Medulla, motor related",,,"http://mouse.brain-map.org/atlas/index.html#MY-mot",,
"paragigantocellular reticular nucleus",1,0,"Paragigantocellular reticular nucleus",,,"http://mouse.brain-map.org/atlas/index.html#PGRN",,
"periventricular layer",0,0,,,,,,
"caudate-putamen",3,0,"Caudoputamen","Striatum","Striatum dorsal region","http://mouse.brain-map.org/atlas/index.html#CP","http://mouse.brain-map.org/atlas/index.html#STR","http://mouse.brain-map.org/atlas/index.html#STRd"
"nuclei of habenulopeduncular tract",0,0,,,,,,
"gyrus frontalis secundus",0,0,,,,,,
"tuberal part of hypophysis",0,0,,,,,,
"medullary reticular nucleus, dorsal part",1,0,"Medullary reticular nucleus, dorsal part",,,"http://mouse.brain-map.org/atlas/index.html#MDRNd",,
"nucleus of descending root of trigeminal",0,0,,,,,,
"transverse occipital fasciculus of cuneus",0,0,,,,,,
"visual cortex, posterolateral part",0,0,,,,,,
"nucleus preopticus medialis",0,0,,,,,,
"medial longitudinal fissure",0,0,,,,,,
"entorhinal area medial part, dorsal zone layers 1-6",0,0,,,,,,
"agranular insular area",1,0,"Agranular insular area",,,"http://mouse.brain-map.org/atlas/index.html#AI",,
"nuclei conterminalis",0,0,,,,,,
"inferior temporal sulcus-2",0,0,,,,,,
"frontal eye field",0,0,,,,,,
"caudal magnocellular nucleus",1,0,"Tuberomammillary nucleus",,,"http://mouse.brain-map.org/atlas/index.html#TM",,
"pyramidal layer of hippocampus",0,0,,,,,,
"nucleus of field of forel",1,1,"Fields of Forel",,,"http://mouse.brain-map.org/atlas/index.html#FF",,
"primary somesthetic cortex",0,0,,,,,,
"pituitary gland",0,0,,,,,,
"gyrus orbitalis longitudinalis",0,0,,,,,,
"ventral tier thalamic nuclei",1,0,"Ventral group of the dorsal thalamus",,,"http://mouse.brain-map.org/atlas/index.html#VENT",,
"regio periamygdalaris",0,0,,,,,,
"lateral parabrachial nucleus, internal part",0,0,,,,,,
"nucleus commissura posterior",1,0,"Nucleus of the posterior commissure",,,"http://mouse.brain-map.org/atlas/index.html#NPC",,
"nucleus paraopticus",0,0,,,,,,
"parapyramidal nucleus, deep part",1,0,"Parapyramidal nucleus, deep part",,,"http://mouse.brain-map.org/atlas/index.html#PPYd",,
"subcaudate terminal island",0,0,,,,,,
"islands of calleja",1,0,"Islands of Calleja",,,"http://mouse.brain-map.org/atlas/index.html#isl",,
"tegmental area h1",0,0,,,,,,
"parainsular area 52",0,0,,,,,,
"paratrochlear nucleus",0,0,,,,,,
"transcapsular caudatolenticular gray striae",0,0,,,,,,
"tract of gall",0,0,,,,,,
"temporal horn of lateral ventricle",0,0,,,,,,
"forceps major corporis callosi",0,0,,,,,,
"central nuclear group",0,0,,,,,,
"nucleus lateralis intermedius mediodorsalis situs postremus",0,0,,,,,,
"regio pretectalis",0,0,,,,,,
"rostrum corporis callosi",0,0,,,,,,
"tractus tectospinalis",0,0,,,,,,
"lateral habenular nucleus, medial part",0,0,,,,,,
"pallidonigral fibers",0,0,,,,,,
"bed nucleus of the accessory olfactory tract",1,0,"Bed nucleus of the accessory olfactory tract",,,"http://mouse.brain-map.org/atlas/index.html#BA",,
"pars nervosa",0,0,,,,,,
"pars orbitalis gyri frontalis inferioris",0,0,,,,,,
"motor nucleus of the trigeminal proper",0,0,,,,,,
"anterior corticospinal tract",0,0,,,,,,
"sulcus parietooccipitalis",0,0,,,,,,
"fibrae pallidohypothalamicae",0,0,,,,,,
"anterior cerebellar commissure",0,0,,,,,,
"pars vagalis of nervus accessorius",0,0,,,,,,
"basis pedunculorum cerebralium",0,0,,,,,,
"3rd ventricle",0,0,,,,,,
"spinal nucleus of the trigeminal, oral part, rostral dorsomedial part",1,0,"Spinal nucleus of the trigeminal, oral part, rostral dorsomedial part",,,"http://mouse.brain-map.org/atlas/index.html#SPVOrdm",,
"regio praepiriformis",0,0,,,,,,
"lateral part of basal amygdaloid nucleus",1,1,"Basolateral amygdalar nucleus",,,"http://mouse.brain-map.org/atlas/index.html#BLA",,
"gyrus temporalis occipitalis lateralis",0,0,,,,,,
"centrobasal nucleus",0,0,,,,,,
"taenia tecta, ventral part",1,0,"Taenia tecta, ventral part",,,"http://mouse.brain-map.org/atlas/index.html#TTv",,
"taenia tecta ventral part layer3",0,0,,,,,,
"field ca3, stratum lucidum",1,0,"Field CA3, stratum lucidum",,,"http://mouse.brain-map.org/atlas/index.html#CA3slu",,
"nucleus minimus",0,0,,,,,,
"secondary motor cortex",0,0,,,,,,
"aqueductus",0,0,,,,,,
"radix dorsalis nervi spinalis",0,0,,,,,,
"spinoreticular tract",0,0,,,,,,
"gyrus orbitalis posterior",0,0,,,,,,
"nucleus corporis geniculati lateralis, pars dorsal",0,0,,,,,,
"intermediate temporal gyrus",0,0,,,,,,
"parietal area 7",0,0,,,,,,
"pontine nuclei",1,0,"Pontine gray",,,"http://mouse.brain-map.org/atlas/index.html#PG",,
"posterior calcarine sulcus",0,0,,,,,,
"splenium corporis callosi",0,0,,,,,,
"lateral hypothalamic area, anterior region, ventral zone",0,0,,,,,,
"proisocortex",0,0,,,,,,
"semilunar tract",0,0,,,,,,
"entorhinal area, medial part, dorsal zone, layers 1-6",0,0,,,,,,
"bed nuclei of the stria terminalis anterior division ventral nucleus",1,0,"Bed nuclei of the stria terminalis, anterior division, ventral nucleus",,,"http://mouse.brain-map.org/atlas/index.html#BSTv",,
"paracentral nucleus of the thalamus",1,0,"Paracentral nucleus",,,"http://mouse.brain-map.org/atlas/index.html#PCN",,
"special visceral efferents",0,0,,,,,,
"nervus oculomotorius, ramus inferior",0,0,,,,,,
"decussation supramamillaris",0,0,,,,,,
"posterior ramus of sylvian fissure",0,0,,,,,,
"dorsal secondary ascending tract of  v",0,0,,,,,,
"nucleus thalamicus anterior",0,0,,,,,,
"internal band of baillarger",0,0,,,,,,
"intermediate postcentral area 1",0,0,,,,,,
"stratum grisea colliculi rostralis",0,0,,,,,,
"intermediate olfactory stria",0,0,,,,,,
"ventral endopiriform nucleus",1,1,"Endopiriform nucleus",,,"http://mouse.brain-map.org/atlas/index.html#EP",,
"lamina viii",0,0,,,,,,
"tractus spinocerebellaris posterior",0,0,,,,,,
"lamella pallidi incompleta",0,0,,,,,,
