	Pmid	TableID	NeuronLongName	NeuroLEXID	NeuroNERAnnots
587	19052106.0	253.0	Layer 4 sensorimotor cortex spiny stellate neurons		[HBP_LAYER:0000004, ABA_REGION:500, HBP_MORPHOLOGY:0000011, HBP_MORPHOLOGY:0000013, NeuronTrigger:neurons]
588	19052106.0	253.0	Layer 5 sensorimotor cortex pyramidal neurons		[HBP_LAYER:0000005, ABA_REGION:500, HBP_MORPHOLOGY:0000001, NeuronTrigger:neurons]
589	19052106.0	253.0	Layer 6 sensorimotor cortex nonpyramidal VGluT1 expressing neurons		[HBP_LAYER:0000006, ABA_REGION:500, HBP_MORPHOLOGY:0000002, NCBI_GENE:72961, NeuronTrigger:neurons]
590	19091918.0	260.0	Somatosensory cortex layer 2-3 nonpyramidal multipolar fast-spiking inhibitory interneuron		[ABA_REGION:453, HBP_LAYER:0000111, HBP_MORPHOLOGY:0000002, HBP_MORPHOLOGY:0000035, HBP_EPHYS:0000080, HBP_EPHYS_TRIGGER:0000003, Function:inhibitory, NeuronTrigger:interneuron]
591	19164102.0	242.0	basolateral amygdala CCK containing Type 1   interneurons		[ABA_REGION:295, NCBI_GENE:12424, Missing:Type 1, Missing:, NeuronTrigger:interneurons]
592	19164102.0	242.0	basolateral amygdala CCK containing Type 2 interneurons		[ABA_REGION:295, NCBI_GENE:12424, Missing:Type 2, NeuronTrigger:interneurons]
593	19164102.0	242.0	basolateral amygdala CCK containing Type 3 interneurons		[ABA_REGION:295, NCBI_GENE:12424, Missing:Type 3, NeuronTrigger:interneurons]
594	19186171.0	22386.0	Layer 2 somatosensory barrel cortex pyramidal neurons		[HBP_LAYER:0000002, Function:somatosensory, ABA_REGION:329, HBP_MORPHOLOGY:0000001, NeuronTrigger:neurons]
595	19186171.0	22386.0	Layer 3 somatosensory barrel column pyramidal neurons		[HBP_LAYER:0000003, Function:somatosensory, UNKN_REGION:7313, Missing:column, HBP_MORPHOLOGY:0000001, NeuronTrigger:neurons]
596	19186171.0	22386.0	Layer 4 somatosensory cortex barrel column spiny stellate neurons		[HBP_LAYER:0000004, ABA_REGION:453, UNKN_REGION:7313, Missing:column, HBP_MORPHOLOGY:0000011, HBP_MORPHOLOGY:0000013, NeuronTrigger:neurons]
597	19186171.0	22386.0	Layer 5a somatosensory cortex barrel column small tuft pyramidal neurons		[HBP_LAYER:0000050, ABA_REGION:453, UNKN_REGION:7313, Missing:column, Size:small, Missing:tuft, HBP_MORPHOLOGY:0000001, NeuronTrigger:neurons]
598	19186171.0	22386.0	Layer 5b somatosensory cortex barrel column extensive tuft pyramidal neurons		[HBP_LAYER:0000051, ABA_REGION:453, UNKN_REGION:7313, Missing:column extensive tuft, HBP_MORPHOLOGY:0000001, NeuronTrigger:neurons]
599	19186171.0	22386.0	Layer 6 somatosensory cortex barrel column short pyramidal neurons 		[HBP_LAYER:0000006, ABA_REGION:453, UNKN_REGION:7313, Missing:column short, HBP_MORPHOLOGY:0000001, NeuronTrigger:neurons]
600	19225171.0		Olfactory bulb (main) periglomerular cell	0	[ABA_REGION:507, Missing:(main), UNKN_REGION:7281, NeuronTrigger:cell]
601	19273581.0	10567.0	DRG temperature cell	nifext_90	[Missing:DRG temperature, NeuronTrigger:cell]
602	19302151.0	16584.0	Dorsal hippocampus Ca1 pyramidal cell		[UNKN_REGION:7262, ABA_REGION:382, HBP_MORPHOLOGY:0000001, NeuronTrigger:cell]
603	19351905.0	36123.0	Auditory cortex corticothalamic layer 5 neurons		[ABA_REGION:247, HBP_PROJECTION:113, HBP_LAYER:0000005, NeuronTrigger:neurons]
604	19351905.0	36124.0	Auditory cortex corticothalamic layer 5 neurons 		[ABA_REGION:247, HBP_PROJECTION:113, HBP_LAYER:0000005, NeuronTrigger:neurons]
605	19351905.0	36123.0	Auditory cortex corticothalamic layer 6 regular firing neurons		[ABA_REGION:247, HBP_PROJECTION:113, HBP_LAYER:0000006, HBP_EPHYS:0000001, HBP_EPHYS_TRIGGER:0000004, NeuronTrigger:neurons]
606	19351905.0	36124.0	Auditory cortex corticothalamic regular firing layer 5 neurons 		[ABA_REGION:247, HBP_PROJECTION:113, HBP_EPHYS:0000001, HBP_EPHYS_TRIGGER:0000004, HBP_LAYER:0000005, NeuronTrigger:neurons]
607	19359350.0	36001.0	posterior piriform cortex GABAergic irregular-spiking inhibitory interneuron		[UNKN_REGION:7300, ABA_REGION:961, HBP_NEUROTRANSMITTER:0000003, HBP_EPHYS:0000010, HBP_EPHYS_TRIGGER:0000003, Function:inhibitory, NeuronTrigger:interneuron]
608	19359350.0	36001.0	posterior piriform cortex GABAergic late-spiking inhibitory interneuron		[UNKN_REGION:7300, ABA_REGION:961, HBP_NEUROTRANSMITTER:0000003, HBP_EPHYS:0000020, HBP_EPHYS_TRIGGER:0000003, Function:inhibitory, NeuronTrigger:interneuron]
609	19359350.0	36001.0	posterior piriform cortex GABAergic regular-spiking non-pyramidal inhibitory interneuron		[UNKN_REGION:7300, ABA_REGION:961, HBP_NEUROTRANSMITTER:0000003, HBP_EPHYS:0000001, HBP_EPHYS_TRIGGER:0000003, HBP_MORPHOLOGY:0000002, Function:inhibitory, NeuronTrigger:interneuron]
610	19359350.0	36001.0	posterior piriform cortex round smooth GABAergic fast-spiking inhibitory interneuron		[UNKN_REGION:7300, ABA_REGION:961, Missing:round smooth, HBP_NEUROTRANSMITTER:0000003, HBP_EPHYS:0000080, HBP_EPHYS_TRIGGER:0000003, Function:inhibitory, NeuronTrigger:interneuron]
611	19386750.0	224.0	Trigeminal nucleus principal cell	nifext_96	[ABA_REGION:429, Function:principal, NeuronTrigger:cell]
612	19393292.0	21224.0	thalamus lateral parafascicular nucleus  diffuse neurons		[ABA_REGION:549, Missing:lateral, ABA_REGION:930, Missing:, Missing:diffuse, NeuronTrigger:neurons]
613	19393292.0	21224.0	thalamus lateral parafascicular nucleus bushy neurons		[ABA_REGION:549, Missing:lateral, ABA_REGION:930, HBP_MORPHOLOGY:0000072, NeuronTrigger:neurons]
614	19450566.0	25830.0	Subiculum pyramidal cell	nlx_anat_1008012	[ABA_REGION:502, HBP_MORPHOLOGY:0000001, NeuronTrigger:cell]
615	19453636.0	17463.0	Neostratium GABAergic fast-spiking interneuron		[Missing:Neostratium, HBP_NEUROTRANSMITTER:0000003, HBP_EPHYS:0000080, HBP_EPHYS_TRIGGER:0000003, NeuronTrigger:interneuron]
616	19474167.0	219.0	Cochlear nucleus (dorsal) cartwheel cell	0	[ABA_REGION:607, Missing:(, UNKN_REGION:7262, Missing:), HBP_MORPHOLOGY:0000024, NeuronTrigger:cell]
617	19474167.0	219.0	Cochlear nucleus (dorsal) pyramidal neuron	0	[ABA_REGION:607, Missing:(, UNKN_REGION:7262, Missing:), HBP_MORPHOLOGY:0000001, NeuronTrigger:neuron]
618	19474331.0	48874.0	primary somatosensory cortex layer 5 parvalbumin-expressing fast-spiking GABAergic interneuron		[ABA_REGION:322, HBP_LAYER:0000005, NCBI_GENE:19293, HBP_EPHYS:0000080, HBP_EPHYS_TRIGGER:0000003, HBP_NEUROTRANSMITTER:0000003, NeuronTrigger:interneuron]
619	19496174.0	46115.0	Hippocampus CA3b lacunosum moleculare interneuron		[ABA_REGION:463, Missing:b lacunosum moleculare, NeuronTrigger:interneuron]
620	19496174.0	46115.0	Hippocampus CA3b strata radiatum interneuron		[ABA_REGION:463, Missing:b strata radiatum, NeuronTrigger:interneuron]
621	19558621.0	20060.0	torus semicircularis adapting neuron		[Missing:torus semicircularis, HBP_EPHYS_TRIGGER:0000008, NeuronTrigger:neuron]
622	19558621.0	20060.0	torus semicircularis delayed firing neuron		[Missing:torus semicircularis, HBP_EPHYS:0000020, HBP_EPHYS_TRIGGER:0000004, NeuronTrigger:neuron]
623	19558621.0	20060.0	torus semicircularis onset-like neuron		[Missing:torus semicircularis, Function:onset, Missing:-like, NeuronTrigger:neuron]
624	19558621.0	20060.0	torus semicircularis sustained-regular firing neuron		[Missing:torus semicircularis sustained-, HBP_EPHYS:0000001, HBP_EPHYS_TRIGGER:0000004, NeuronTrigger:neuron]
625	19571188.0	211.0	Hypothalamic subparaventricular zone neuron receiving inputs from suprachiasmatic nucleus		[UNKN_REGION:63, ABA_REGION:347, NeuronTrigger:neuron, Missing:receiving inputs from, ABA_REGION:286]
626	19657040.0	1939.0	medial prefrontal cortex layer 2-3 pyramidal cell		[ABA_REGION:714, HBP_LAYER:0000111, HBP_MORPHOLOGY:0000001, NeuronTrigger:cell]
627	19657040.0	1939.0	medial prefrontal cortex layer 5 pyramidal cell		[ABA_REGION:714, HBP_LAYER:0000005, HBP_MORPHOLOGY:0000001, NeuronTrigger:cell]
628	19675296.0	202.0	hippocampal CA1 pyramidal neuron		[ABA_REGION:1080, ABA_REGION:382, HBP_MORPHOLOGY:0000001, NeuronTrigger:neuron]
629	19735287.0	18130.0	Hippocampus CA1 stratum oriens clustered spiking interneuron		[ABA_REGION:382, UNKN_REGION:5667, Missing:clustered, HBP_EPHYS_TRIGGER:0000003, NeuronTrigger:interneuron]
630	19735287.0	18130.0	Hippocampus CA1 stratum oriens irregular spiking interneuron		[ABA_REGION:382, UNKN_REGION:5667, HBP_EPHYS:0000010, HBP_EPHYS_TRIGGER:0000003, NeuronTrigger:interneuron]
631	19735287.0	18130.0	Hippocampus CA1 stratum oriens regular spiking interneuron		[ABA_REGION:382, UNKN_REGION:5667, HBP_EPHYS:0000001, HBP_EPHYS_TRIGGER:0000003, NeuronTrigger:interneuron]
632	19736297.0	8158.0	barrel cortex layer 5 pyramidal neuron		[ABA_REGION:329, HBP_LAYER:0000005, HBP_MORPHOLOGY:0000001, NeuronTrigger:neuron]
633	19736297.0	8157.0	"barrel cortex layer 5 pyramidal neuron
"		[ABA_REGION:329, HBP_LAYER:0000005, HBP_MORPHOLOGY:0000001, NeuronTrigger:neuron, Missing:]
634	19752121.0	9292.0	Layer 5 medial prefrontal cortex infralimbic fast spiking interneurons		[HBP_LAYER:0000005, ABA_REGION:714, Missing:infralimbic, Missing:infralimbic, HBP_EPHYS:0000080, HBP_EPHYS_TRIGGER:0000003, NeuronTrigger:interneurons]
635	19752121.0	9292.0	Layer 5 medial prefrontal cortex infralimbic non-fast spiking interneurons		[HBP_LAYER:0000005, ABA_REGION:714, Missing:infralimbic, Missing:infralimbic, HBP_EPHYS:0000090, HBP_EPHYS:0000080, HBP_EPHYS_TRIGGER:0000003, NeuronTrigger:interneurons]
636	19752121.0	9292.0	Layer 5 medial prefrontal cortex infralimbic pyramidal neurons		[HBP_LAYER:0000005, ABA_REGION:714, Missing:infralimbic, Missing:infralimbic, HBP_MORPHOLOGY:0000001, NeuronTrigger:neurons]
637	19752121.0	9292.0	Layer 5 medial prefrontal cortex prelimbic pyramidal neurons		[HBP_LAYER:0000005, ABA_REGION:714, Missing:prelimbic, HBP_MORPHOLOGY:0000001, NeuronTrigger:neurons]
638	19793986.0	1904.0	Nucleus accumbens core neuron		[ABA_REGION:56, Missing:core, NeuronTrigger:neuron]
639	19906961.0	1886.0	Primary auditory cortex fast-spiking cells		[ABA_REGION:1002, HBP_EPHYS:0000080, HBP_EPHYS_TRIGGER:0000003, NeuronTrigger:cells]
640	19906961.0	1886.0	Primary auditory cortex pyramidal neurons		[ABA_REGION:1002, HBP_MORPHOLOGY:0000001, NeuronTrigger:neurons]
641	17517679.0	36336.0	Frontal cortex layer 2-3 and layer 5 α-actinin-2–positive late-spiking Venus-expressing GABAergic neurogliaform cell		[ABA_REGION:714, HBP_LAYER:0000111, Missing:and, HBP_LAYER:0000005, NCBI_GENE:11472, Function:positive, HBP_EPHYS:0000020, HBP_EPHYS_TRIGGER:0000003, Missing:Venus-expressing, HBP_NEUROTRANSMITTER:0000003, HBP_MORPHOLOGY:0000020, NeuronTrigger:cell]
642	17517679.0	36336.0	Frontal cortex layer 5 burst-spiking nonpyramidal GABAergic Venus-expressing somatostatin-positive Martinotti neuron		[ABA_REGION:714, HBP_LAYER:0000005, HBP_EPHYS_TRIGGER:0000005, HBP_EPHYS_TRIGGER:0000003, HBP_MORPHOLOGY:0000002, HBP_NEUROTRANSMITTER:0000003, Missing:Venus-, NCBI_GENE:20604, HBP_MORPHOLOGY:0000017, NeuronTrigger:neuron]
643	17517679.0	36336.0	Frontal cortex layer 5 fast-spiking GABAergic Venus-expressing parvalbumin positive basket cell		[ABA_REGION:714, HBP_LAYER:0000005, HBP_EPHYS:0000080, HBP_EPHYS_TRIGGER:0000003, HBP_NEUROTRANSMITTER:0000003, Missing:Venus-, NCBI_GENE:19293, HBP_MORPHOLOGY:0000019, NeuronTrigger:cell]
644	17517679.0	36336.0	Frontal cortex layer 5 regular-spiking nonpyramidal GABAergic Venus-expressing somatostatin-positive Martinotti cell		[ABA_REGION:714, HBP_LAYER:0000005, HBP_EPHYS:0000001, HBP_EPHYS_TRIGGER:0000003, HBP_MORPHOLOGY:0000002, HBP_NEUROTRANSMITTER:0000003, Missing:Venus-, NCBI_GENE:20604, HBP_MORPHOLOGY:0000017, NeuronTrigger:cell]
645	17951598.0	36159.0	somatosensory cortex aspiny multipolar adapting firing pattern interneuron		[ABA_REGION:453, HBP_MORPHOLOGY:0000012, HBP_MORPHOLOGY:0000035, HBP_EPHYS_TRIGGER:0000008, HBP_EPHYS_TRIGGER:0000004, Missing:pattern, NeuronTrigger:interneuron]
646	17951598.0	36159.0	somatosensory cortex layer 2-5 smooth oval bitufted dendrite-preferring interneuron		[ABA_REGION:453, HBP_LAYER:0000113, Missing:smooth oval, HBP_MORPHOLOGY:0000003, Missing:dendrite-preferring, NeuronTrigger:interneuron]
647	17951598.0	36159.0	somatosensory cortex round aspiny multipolar nonadapting firing pattern interneuron		[ABA_REGION:453, Missing:round, HBP_MORPHOLOGY:0000012, HBP_MORPHOLOGY:0000035, HBP_EPHYS_TRIGGER:0000009, HBP_EPHYS_TRIGGER:0000004, Missing:pattern, NeuronTrigger:interneuron]
648	17974593.0	10072.0	Neostriatum gabaergic interneuron		[ABA_REGION:672, HBP_NEUROTRANSMITTER:0000003, NeuronTrigger:interneuron]
649	17991696.0	8047.0	Hippocampus CA1 fast spiking basket cell		[ABA_REGION:382, HBP_EPHYS:0000080, HBP_EPHYS_TRIGGER:0000003, HBP_MORPHOLOGY:0000019, NeuronTrigger:cell]
650	17991696.0	8047.0	Hippocampus CA1 oriens lacunosum moleculare non-fast-spiking neuron		[ABA_REGION:382, Missing:oriens lacunosum moleculare, HBP_EPHYS:0000090, HBP_EPHYS:0000080, HBP_EPHYS_TRIGGER:0000003, NeuronTrigger:neuron]
651	17991696.0	8047.0	Hippocampus CA1 trilaminar fast spiking interneuron		[ABA_REGION:382, HBP_MORPHOLOGY:0000071, HBP_EPHYS:0000080, HBP_EPHYS_TRIGGER:0000003, NeuronTrigger:interneuron]
652	18055125.0	26567.0	Vasomotor sympathetic preganglionic neurons		[Missing:Vasomotor, UNKN_REGION:88, UNKN_REGION:85, NeuronTrigger:neurons]
653	18061348.0	24283.0	Visual Cortex Layers II/III/V Pyramidal Neurons		[ABA_REGION:669, HBP_LAYER:0000111, Missing:/V, HBP_MORPHOLOGY:0000001, NeuronTrigger:Neurons]
654	18155851.0	25153.0	Inferior colliculus neuron		[ABA_REGION:4, NeuronTrigger:neuron]
655	18155851.0	25154.0	dorsal cortex of the inferior colliculus sustained adapting firing neuron		[ABA_REGION:820, Missing:sustained, HBP_EPHYS_TRIGGER:0000008, HBP_EPHYS_TRIGGER:0000004, NeuronTrigger:neuron]
656	18155851.0	25154.0	dorsal cortex of the inferior colliculus sustained regular firing neuron		[ABA_REGION:820, Missing:sustained, HBP_EPHYS:0000001, HBP_EPHYS_TRIGGER:0000004, NeuronTrigger:neuron]
657	18160423.0	5446.0	Trochlear nucleus motoneurons		[ABA_REGION:115, NeuronTrigger:motoneurons, HBP_NEUROTRANSMITTER:0000005]
658	18199815.0	319.0	Layer 5 somatosensory barrel cortex pyramidal neurons		[HBP_LAYER:0000005, Function:somatosensory, ABA_REGION:329, HBP_MORPHOLOGY:0000001, NeuronTrigger:neurons]
659	18279319.0	48872.0	Neostriatum Drd1-expressing, direct projecting, medium spiny neuron 		[ABA_REGION:672, NCBI_GENE:13488, Missing:, direct projecting,, Size:medium, HBP_MORPHOLOGY:0000011, NeuronTrigger:neuron]
660	18279319.0	48872.0	Neostriatum Drd2-expressing, indirect projecting, medium spiny neuron		[ABA_REGION:672, NCBI_GENE:13489, Missing:, indirect projecting,, Size:medium, HBP_MORPHOLOGY:0000011, NeuronTrigger:neuron]
661	18312585.0	19438.0	Subiculum Burst-Spiking Pyramidal Cell		[ABA_REGION:502, HBP_EPHYS_TRIGGER:0000005, HBP_EPHYS_TRIGGER:0000003, HBP_MORPHOLOGY:0000001, NeuronTrigger:Cell]
662	18312585.0	19438.0	Subiculum Regular-Spiking Pyramidal Cell		[ABA_REGION:502, HBP_EPHYS:0000001, HBP_EPHYS_TRIGGER:0000003, HBP_MORPHOLOGY:0000001, NeuronTrigger:Cell]
663	18388134.0	8093.0	Hippocampus CA3 lacunosum-moleculare interneuron		[ABA_REGION:463, Missing:lacunosum-moleculare, NeuronTrigger:interneuron]
664	18388134.0	8093.0	Hippocampus CA3 radiatum interneuron		[ABA_REGION:463, Missing:radiatum, NeuronTrigger:interneuron]
665	18400902.0	2071.0	Layer 2-3 and 5 medial prefrontal cortex prelimibic and infralimbic pyramidal neurons		[HBP_LAYER:0000111, Missing:and 5, ABA_REGION:714, Missing:prelimibic and infralimbic, Missing:prelimibic and infralimbic, HBP_MORPHOLOGY:0000001, NeuronTrigger:neurons]
666	18400902.0	2072.0	Neocortex uncharacterized cell		[ABA_REGION:315, Missing:uncharacterized, NeuronTrigger:cell]
667	18417631.0	305.0	Layer 2-3 auditory cortex pyramidal neurons 		[HBP_LAYER:0000111, ABA_REGION:247, HBP_MORPHOLOGY:0000001, NeuronTrigger:neurons]
668	18455431.0	23369.0	Prefrontal Cortex Layer 5 Pyramidal Neurons		[ABA_REGION:714, HBP_LAYER:0000005, HBP_MORPHOLOGY:0000001, NeuronTrigger:Neurons]
669	18463177.0	299.0	Hindlimb lumbar motor neuron 		[Missing:Hindlimb, UNKN_REGION:7280, Function:motor, NeuronTrigger:neuron, HBP_NEUROTRANSMITTER:0000005]
670	18463177.0	299.0	Pudendal motor neurons of ventral horn		[UNKN_REGION:55, Function:motor, NeuronTrigger:neurons, Missing:of, UNKN_REGION:240, HBP_NEUROTRANSMITTER:0000005]
671	18480373.0	303.0	spinal cord lamina I GABAergic interneurons		[UNKN_REGION:4645, UNKN_REGION:3510, HBP_NEUROTRANSMITTER:0000003, NeuronTrigger:interneurons]
672	18498740.0	23000.0	Inferior olive neuron		[ABA_REGION:83, NeuronTrigger:neuron]
673	18509461.0	40810.0	Cerebellum vermis II-VIII lobules Purkinje cell		[ABA_REGION:512, ABA_REGION:645, Missing:II-VIII lobules, HBP_MORPHOLOGY:0000036, NeuronTrigger:cell]
674	18632882.0	280.0	Neocortex basket cell	nifext_56	[ABA_REGION:315, HBP_MORPHOLOGY:0000019, NeuronTrigger:cell]
675	18650305.0	282.0	Layer 6a barrel cortex pyramidal corticothalamic neuron with large terminal arbors		[HBP_LAYER:0000060, ABA_REGION:329, HBP_MORPHOLOGY:0000001, HBP_PROJECTION:113, NeuronTrigger:neuron, Missing:with, Size:large, Missing:terminal arbors]
676	18650305.0	283.0	barrel cortex layer 6a GABAergic inhibitory interneuron		[ABA_REGION:329, HBP_LAYER:0000060, HBP_NEUROTRANSMITTER:0000003, Function:inhibitory, NeuronTrigger:interneuron]
677	18650305.0	282.0	barrel cortex layer 6a corticocortical pyramidal neuron with infragranular arborization axons		[ABA_REGION:329, HBP_LAYER:0000060, HBP_PROJECTION:7323, HBP_MORPHOLOGY:0000001, NeuronTrigger:neuron, Missing:with, UNKN_REGION:7269, Missing:arborization axons]
678	18701679.0	2038.0	Ventromedial dorsal raphe non-serotonergic neuron		[UNKN_REGION:57, ABA_REGION:872, HBP_NEUROTRANSMITTER:0000002, NeuronTrigger:neuron]
679	18701679.0	2038.0	Ventromedial dorsal raphe serotonergic neuron		[UNKN_REGION:57, ABA_REGION:872, HBP_NEUROTRANSMITTER:0000001, NeuronTrigger:neuron]
680	18701684.0	2036.0	Main Olfactory Bulb external plexiform layer GABAergic deep short axon cells 		[ABA_REGION:507, Missing:external plexiform layer, HBP_NEUROTRANSMITTER:0000003, Missing:deep, HBP_MORPHOLOGY:0000032, NeuronTrigger:cells]
681	18701684.0	2036.0	Main Olfactory Bulb glomerular layer GABAergic deep short axon cells 		[ABA_REGION:507, UNKN_REGION:1097, HBP_NEUROTRANSMITTER:0000003, Missing:deep, HBP_MORPHOLOGY:0000032, NeuronTrigger:cells]
682	18701684.0	2036.0	Main Olfactory Bulb granule cell layer GABAergic deep short axon cells		[ABA_REGION:507, UNKN_REGION:3794, NeuronTrigger:cell, HBP_NEUROTRANSMITTER:0000003, Missing:deep, HBP_MORPHOLOGY:0000032, NeuronTrigger:cells]
683	18783374.0	19428.0	Trigeminal motor nucleus fusiform glutamatergic, GABAergic and glycinergic axonal projecting interneurons		[UNKN_REGION:8, Function:motor, Missing:nucleus, HBP_MORPHOLOGY:0000023, HBP_NEUROTRANSMITTER:0000004, Missing:,, HBP_NEUROTRANSMITTER:0000003, Missing:and, HBP_NEUROTRANSMITTER:0000008, Missing:axonal projecting, NeuronTrigger:interneurons, HBP_NEUROTRANSMITTER:0000005]
684	18783374.0	19428.0	Trigeminal nucleus motor neuron	nlx_44081	[ABA_REGION:429, Function:motor, NeuronTrigger:neuron, HBP_NEUROTRANSMITTER:0000005]
685	18923026.0	10856.0	BNST common spiny neuron	BAMSC991	[Missing:BNST common, HBP_MORPHOLOGY:0000011, NeuronTrigger:neuron]
686	18945889.0	48873.0	Neostriatum Drd1-expressing medium spiny neuron		[ABA_REGION:672, NCBI_GENE:13488, Size:medium, HBP_MORPHOLOGY:0000011, NeuronTrigger:neuron]
687	18945889.0	48873.0	Neostriatum Drd2-expressing medium spiny neuron		[ABA_REGION:672, NCBI_GENE:13489, Size:medium, HBP_MORPHOLOGY:0000011, NeuronTrigger:neuron]
688	18945894.0	9830.0	stratum griseum superficiale of superior colliculus interneuron		[ABA_REGION:842, Missing:of, Missing:of, Missing:superior colliculus, NeuronTrigger:interneuron]
689	16772311.0	36070.0	dorsolateral prefrontal cortex layer 2/3  GABAergic small pyramidal neuron		[UNKN_REGION:34, ABA_REGION:714, HBP_LAYER:0000111, Missing:, HBP_NEUROTRANSMITTER:0000003, Size:small, HBP_MORPHOLOGY:0000001, NeuronTrigger:neuron]
690	16772311.0	36070.0	dorsolateral prefrontal cortex layer 2/3 adapting non-pyramidal GABAergic interneurons		[UNKN_REGION:34, ABA_REGION:714, HBP_LAYER:0000111, HBP_EPHYS_TRIGGER:0000008, HBP_MORPHOLOGY:0000002, HBP_NEUROTRANSMITTER:0000003, NeuronTrigger:interneurons]
691	16772311.0	36070.0	dorsolateral prefrontal cortex layer 2/3 pyramidal fast-spiking GABAergic interneuron		[UNKN_REGION:34, ABA_REGION:714, HBP_LAYER:0000111, HBP_MORPHOLOGY:0000001, HBP_EPHYS:0000080, HBP_EPHYS_TRIGGER:0000003, HBP_NEUROTRANSMITTER:0000003, NeuronTrigger:interneuron]
692	16829551.0	36398.0	frontal cortex layer V-VI parvalbumin-positive GABAergic interneurons		[ABA_REGION:714, HBP_LAYER:0000141, NCBI_GENE:19293, HBP_NEUROTRANSMITTER:0000003, NeuronTrigger:interneurons]
693	16829551.0	36398.0	frontal cortex layer VI small pyramidal cells		[ABA_REGION:714, HBP_LAYER:0000006, Size:small, HBP_MORPHOLOGY:0000001, NeuronTrigger:cells]
694	17021029.0	420.0	small dorsal root ganglion		[Size:small, UNKN_REGION:7287]
695	17082230.0	8473.0	Dentate gyrus hilar cell	nlx_cell_20090727	[ABA_REGION:726, UNKN_REGION:7278, NeuronTrigger:cell]
696	17093116.0	425.0	Deep Cerebellar Nucleus GABAergic GAD67-expressingsmall neuron		[Missing:Deep, ABA_REGION:512, Missing:Nucleus, HBP_NEUROTRANSMITTER:0000003, NCBI_GENE:14415, Size:small, NeuronTrigger:neuron]
697	17093116.0	425.0	Deep Cerebellar Nucleus non-GABAergic large neuron 		[Missing:Deep, ABA_REGION:512, Missing:Nucleus non-, HBP_NEUROTRANSMITTER:0000003, Size:large, NeuronTrigger:neuron]
698	17093116.0	425.0	Deep Cerebellar Nucleus non-GABAergic small neuron		[Missing:Deep, ABA_REGION:512, Missing:Nucleus non-, HBP_NEUROTRANSMITTER:0000003, Size:small, NeuronTrigger:neuron]
699	17122314.0	407.0	prefrontal cortex neurogliaform Inhibitory Neuron		[ABA_REGION:714, HBP_MORPHOLOGY:0000020, Function:Inhibitory, NeuronTrigger:Neuron]
700	17124287.0	36135.0	somatosensory cortex layer V corticocallosal projecting pyramidal cell		[ABA_REGION:453, HBP_LAYER:0000005, Missing:corticocallosal, Missing:projecting, HBP_MORPHOLOGY:0000001, NeuronTrigger:cell]
701	17124287.0	36135.0	somatosensory cortex layer V thick tufted pyramidal cell		[ABA_REGION:453, HBP_LAYER:0000005, HBP_MORPHOLOGY:0000014, HBP_MORPHOLOGY:0000001, NeuronTrigger:cell]
702	17177263.0	46165.0	Substantia pars nigra reticulata GABAergic  neurons		[Missing:Substantia pars nigra reticulata, HBP_NEUROTRANSMITTER:0000003, Missing:, NeuronTrigger:neurons]
703	17177263.0	46165.0	Substantia pars nigra reticulata GABAergic calretinin-positive neurons		[Missing:Substantia pars nigra reticulata, HBP_NEUROTRANSMITTER:0000003, NCBI_GENE:12308, NeuronTrigger:neurons]
704	17177263.0	46165.0	Substantia pars nigra reticulata GABAergic parvalbumin-positive calretinin-positive neurons		[Missing:Substantia pars nigra reticulata, HBP_NEUROTRANSMITTER:0000003, NCBI_GENE:19293, NCBI_GENE:12308, NeuronTrigger:neurons]
705	17177263.0	46165.0	Substantia pars nigra reticulata GABAergic parvalbumin-positive neurons		[Missing:Substantia pars nigra reticulata, HBP_NEUROTRANSMITTER:0000003, NCBI_GENE:19293, NeuronTrigger:neurons]
706	17234587.0	2244.0	Basolateral Amygdala Parvalbumin-Positive Accommodating Interneurons		[ABA_REGION:295, NCBI_GENE:19293, HBP_EPHYS_TRIGGER:0000001, NeuronTrigger:Interneurons]
707	17234587.0	2244.0	Basolateral Amygdala Parvalbumin-Positive Delayed Firing Interneurons		[ABA_REGION:295, NCBI_GENE:19293, HBP_EPHYS:0000020, HBP_EPHYS_TRIGGER:0000004, NeuronTrigger:Interneurons]
708	17234587.0	2244.0	Basolateral Amygdala Parvalbumin-Positive Fast Spiking Interneurons		[ABA_REGION:295, NCBI_GENE:19293, HBP_EPHYS:0000080, HBP_EPHYS_TRIGGER:0000003, NeuronTrigger:Interneurons]
709	17234587.0	2244.0	Basolateral Amygdala Parvalbumin-Positive Stuttering Interneurons		[ABA_REGION:295, NCBI_GENE:19293, HBP_EPHYS_TRIGGER:0000006, NeuronTrigger:Interneurons]
710	17245443.0	39764.0	Amygdala basolateral nucleus interneuron		[ABA_REGION:295, NeuronTrigger:interneuron]
711	17251435.0	2239.0	Ventral Medial Thalamic Nucleus Neuron		[UNKN_REGION:7, UNKN_REGION:6368, NeuronTrigger:Neuron]
712	17329429.0	2226.0	medial vestibular nucleus gabaergic neuron		[ABA_REGION:202, HBP_NEUROTRANSMITTER:0000003, NeuronTrigger:neuron]
713	17329429.0	2227.0	medial vestibular nucleus glutamatergic neuron		[ABA_REGION:202, HBP_NEUROTRANSMITTER:0000004, NeuronTrigger:neuron]
